S.No,Brand,Model,Screen_Size,Color,Hard_disk,CPU,RAM,OS,Special_features,Graphics,Graphics_Co-Processor,CPU_speed,Rating, Price ,Sale Product Count, Total Sales ,Total Stock
3276,Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,N/A,N/A,0," $1,621.99 ",39," $63,257.61 ",159
3277,Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,1000 GB,AMD Ryzen 7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,N/A,N/A,0, $209.99 ,48," $10,079.52 ",510
3278,Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,40 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0, $999.99 ,60," $59,999.40 ",144
3279,Dell,Latitude 5540 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,129.99 ",27," $30,509.73 ",184
3280,Dell,XPS 9320 Laptop,13.4 Inches,Graphite,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,819.00 ",59," $1,07,321.00 ",197
3281,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $2,595.99 ",61," $1,58,355.39 ",278
3282,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $3,111.99 ",28," $87,135.72 ",184
3283,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,399.00 ",20," $27,980.00 ",144
3284,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",12," $20,388.00 ",300
3285,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $3,399.00 ",37," $1,25,763.00 ",146
3286,Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,699.00 ",23," $39,077.00 ",264
3287,Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 4000 Ada,N/A,N/A,0," $1,199.00 ",17," $20,383.00 ",280
3288,Dell,Precision 7770 Laptop,17.3 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A4500,N/A,N/A,0," $1,846.99 ",32," $59,103.68 ",149
3289,Dell,Latitude 3520 Laptop,15.6 Inches,Black,256 GB,Core i3,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $389.99 ,14," $5,459.86 ",247
3290,Dell,Latitude 7430 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.99 ,63," $56,699.37 ",374
3291,Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,24 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,N/A,N/A,0," $4,779.89 ",44," $2,10,315.16 ",280
3292,Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,4000 GB,AMD Ryzen 7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,N/A,N/A,0," $1,193.72 ",47," $56,104.84 ",424
3293,Dell,Latitude Rugged Extreme 7330 Laptop,13.3 Inches,Black,512 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,5, $729.00 ,47," $34,263.00 ",177
3294,Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0," $1,399.99 ",12," $16,799.88 ",148
3295,Dell,Precision 3580 Laptop,15.6 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,N/A,N/A,0, $799.00 ,26," $20,774.00 ",416
3296,Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,2000 GB,AMD Ryzen 7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4080,N/A,N/A,0, $949.00 ,19," $18,031.00 ",124
3297,Dell,Latitude 5340 2-in-1,13.3 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,699.00 ",13," $22,087.00 ",298
3298,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $589.99 ,37," $21,829.63 ",371
3299,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7," $1,359.21 ",31," $42,135.51 ",525
3300,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,699.00 ",31," $52,669.00 ",391
3301,Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0, $279.99 ,57," $15,959.43 ",213
3302,Dell,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0," $1,420.42 ",18," $25,567.56 ",285
3303,Dell,Latitude 5340 Laptop,13.3 Inches,Black,256 GB,Core i5,N/A,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,3.5 GHz,0, $730.11 ,52," $37,965.72 ",275
3304,Dell,Vostro 7620 Laptop,16 Inches,Black,4000 GB,Core i7,40 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,N/A,N/A,0," $1,599.00 ",43," $68,757.00 ",163
3305,Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $714.99 ,50," $35,749.50 ",322
3306,Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,N/A,N/A,0, $643.00 ,37," $23,791.00 ",358
3307,Dell,Latitude 5530 Laptop,15.6 Inches,Black,128 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,229.00 ",45," $55,305.00 ",492
3308,Dell,XPS 9315 2-in-1,13 Inches,Platinum Silver,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,094.99 ",46," $50,369.54 ",164
3309,Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0, $899.99 ,33," $29,699.67 ",414
3310,Dell,Inspiron 5620 Laptop,16 Inches,"Grey, Gray, Platinum Silver",512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $669.00 ,17," $11,373.00 ",482
3311,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,N/A,N/A,0, $589.99 ,53," $31,269.47 ",443
3312,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,899.00 ",32," $60,768.00 ",199
3313,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $2,668.91 ",26," $69,391.66 ",124
3314,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $419.98 ,46," $19,319.08 ",451
3315,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,699.00 ",64," $1,08,736.00 ",416
3316,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $999.99 ,31," $30,999.69 ",186
3317,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,293.59 ",62," $80,202.58 ",429
3318,Dell,Vostro 7620 Laptop,16 Inches,Black,2000 GB,Core i7,40 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0," $1,373.29 ",27," $37,078.83 ",213
3319,Dell,Alienware m16 Ryzen Edition Laptop,16 Inches,Silver,1000 GB,AMD Ryzen 7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,N/A,N/A,0," $1,789.00 ",49," $87,661.00 ",258
3320,Dell,Precision 7780 Laptop,17 Inches,Silver,2000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,218.46 ",43," $52,393.78 ",245
3321,Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0, $199.00 ,44," $8,756.00 ",134
3322,Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4080,N/A,N/A,0," $1,059.00 ",62," $65,658.00 ",342
3323,Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,24 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,N/A,N/A,0," $1,749.95 ",58," $1,01,497.10 ",475
3324,Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $389.99 ,12," $4,679.88 ",236
3325,Dell,Alienware m16 Laptop,16 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,N/A,N/A,0," $1,998.77 ",29," $57,964.33 ",247
3326,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.99 ,39," $35,099.61 ",371
3327,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,599.00 ",49," $78,351.00 ",163
3328,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,535.10 ",63," $96,711.30 ",290
3329,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $459.99 ,57," $26,219.43 ",181
3330,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $899.99 ,57," $51,299.43 ",361
3331,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,131.06 ",17," $19,228.02 ",343
3332,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $602.00 ,36," $21,672.00 ",308
3333,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $589.99 ,18," $10,619.82 ",109
3334,Dell,Inspiron 3502 Laptop,15.6 Inches,Black,128 GB,Celeron,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,699.95 ",31," $52,698.45 ",492
3335,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,8000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.99 ,46," $41,399.54 ",221
3336,Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0, $999.99 ,29," $28,999.71 ",494
3337,Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $389.99 ,15," $5,849.85 ",319
3338,Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,699.00 ",53," $90,047.00 ",348
3339,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,499.00 ",53," $1,32,447.00 ",471
3340,Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i7,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $639.99 ,40," $25,599.60 ",501
3341,Dell,Inspiron 5410 2-in-1,14 Inches,"Grey, Platinum Silver",1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,099.00 ",20," $21,980.00 ",359
3342,Dell,Latitude 5520 Laptop,15.6 Inches,Black,8000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $999.99 ,48," $47,999.52 ",245
3343,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $899.99 ,24," $21,599.76 ",266
3344,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,056.99 ",27," $28,538.73 ",179
3345,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $389.99 ,45," $17,549.55 ",159
3346,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $656.25 ,33," $21,656.25 ",229
3347,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $735.99 ,60," $44,159.40 ",248
3348,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $389.99 ,47," $18,329.53 ",489
3349,Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,799.09 ",32," $57,570.88 ",205
3350,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,667.99 ",48," $80,063.52 ",354
3351,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,493.99 ",51," $76,193.49 ",202
3352,Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,8000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce GTX 1650 Ti,N/A,N/A,0, $966.99 ,62," $59,953.38 ",151
3353,Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $843.99 ,31," $26,163.69 ",111
3354,Dell,Latitude 5521 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,214.99 ",47," $1,04,104.53 ",426
3355,Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $589.99 ,63," $37,169.37 ",299
3356,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,599.00 ",65," $1,03,935.00 ",449
3357,Dell,Latitude 5420 Laptop,14 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,580.73 ",22," $56,776.06 ",114
3358,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $999.99 ,12," $11,999.88 ",215
3359,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $465.00 ,16," $7,440.00 ",321
3360,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,612.99 ",49," $79,036.51 ",462
3361,Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,144.48 ",12," $13,733.76 ",144
3362,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,902.99 ",52," $98,955.48 ",158
3363,Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $994.79 ,62," $61,676.98 ",237
3364,Dell,XPS 15,15.6 Inches,Platinum Silver,4 TB,Core i7 Family,64 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,N/A,N/A,0, $899.99 ,57," $51,299.43 ",276
3365,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,465.99 ",61," $89,425.39 ",544
3366,Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $791.12 ,45," $35,600.40 ",534
3367,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,230.13 ",22," $27,062.86 ",294
3368,Dell,Latitude 7420 2-in-1,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $699.99 ,13," $9,099.87 ",436
3369,Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $119.95 ,59," $7,077.05 ",496
3370,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $589.99 ,15," $8,849.85 ",391
3371,Dell,Latitude 3520 Laptop,15.6 Inches,N/A,2000 GB,Core i5,N/A,Windows 10 Home,N/A,N/A,N/A,N/A,0," $1,599.00 ",50," $79,950.00 ",427
3372,Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $999.99 ,63," $62,999.37 ",291
3373,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,271.26 ",65," $82,631.90 ",281
3374,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,305.17 ",42," $54,817.14 ",355
3375,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0, $572.84 ,43," $24,632.12 ",310
3376,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $459.99 ,32," $14,719.68 ",190
3377,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,049.00 ",36," $37,764.00 ",506
3378,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $439.00 ,59," $25,901.00 ",507
3379,Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,699.00 ",25," $42,475.00 ",264
3380,Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $814.33 ,32," $26,058.56 ",417
3381,Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.00 ,12," $10,788.00 ",426
3382,Dell,Inspiron 3501 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,699.00 ",50," $84,950.00 ",510
3383,Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $801.99 ,29," $23,257.71 ",494
3384,Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $459.99 ,32," $14,719.68 ",425
3385,Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $911.00 ,26," $23,686.00 ",418
3386,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,6000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,948.99 ",32," $62,367.68 ",164
3387,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $345.00 ,61," $21,045.00 ",316
3388,Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,699.00 ",22," $37,378.00 ",303
3389,Dell,Latitude 3520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.99 ,49," $44,099.51 ",153
3390,Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,999.00 ",33," $65,967.00 ",296
3391,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $245.00 ,49," $12,005.00 ",481
3392,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $778.00 ,51," $39,678.00 ",398
3393,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $683.99 ,18," $12,311.82 ",279
3394,Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $934.67 ,24," $22,432.08 ",248
3395,Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $628.99 ,61," $38,368.39 ",490
3396,Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $821.99 ,47," $38,633.53 ",264
3397,Dell,Latitude 5320 2-in-1,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,029.99 ",54," $1,09,619.46 ",530
3398,Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $389.99 ,44," $17,159.56 ",128
3399,Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $999.99 ,18," $17,999.82 ",211
3400,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,022.00 ",64," $1,29,408.00 ",233
3401,Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $589.99 ,38," $22,419.62 ",132
3402,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,699.00 ",26," $70,174.00 ",202
3403,Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,528.99 ",37," $56,572.63 ",208
3404,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,799.00 ",56," $1,56,744.00 ",166
3405,Dell,Inspiron 3511 Laptop,15.6 Inches,Black,8000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,673.48 ",18," $30,122.64 ",412
3406,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5," $1,359.99 ",59," $80,239.41 ",324
3407,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $2,439.99 ",49," $1,19,559.51 ",140
